tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan
APOTEK SEJATI MEDICAL CENTER,"JL. BALDU WAHADAT, TUAL, PULAU DULLAH SELATAN, TUAL, MALUKU",Kota Tual,Maluku
APOTEK SEJATI MLG,Jl.Merdeka Timur II No.10 Malang,Kota Malang,Jawa Timur
APOTEK SEKAR FARMA,"JL. PATTIMURA NO. 15 GEDANGSEWU, BOYOLANGU, T. AGUNG",Tulungagung,Jawa Timur
APOTEK SEKAR FARMA,"JL. PATTIMURA NO. 15 DSN. PILANG RT 03 RW 02, DS. GEDANGSEWU, KEC. BOYOLANGU",Tulungagung,Jawa Timur
APOTEK SEKAR SARI MADIUN,JL.LETJEND.S PARMAN 34A-MADIUN,Madiun,Jawa Timur
APOTEK SEKAR SARI MDN,Jl.S.Parman No.34 A MADIUN,Kota Madiun,Jawa Timur
APOTEK SEKAR SARI ORO ORO OMBO KARTOHARJO,Kota Madiun,Kota Madiun,Jawa Timur
APOTEK SEKAWAN FARMA,JL.SUKOWONO NO.18 TAMANAN,Bondowoso,Jawa Timur
APOTEK SELAMET,SUMENEP,Sumenep,Jawa Timur
APOTEK SELAMET,"JL. KH. MANSYUR NO. 02 DS. PANGARANGAN, KEC. KOTA SUMENEP, KAB. SUMENEP JAWA TIMUR",Sumenep,Jawa Timur
APOTEK SELAMET,JL. KH. MANSYUR NO. 02,Sumenep,Jawa Timur
APOTEK SELAMET,JL. KH. MANSUR NO.02 RT.006 RW.002 PANGARANGAN SUMENEP,Sumenep,Jawa Timur
APOTEK SELAMET,"JL. KH. MANSYUR NO. 02, DS. PANGARANGAN, KEC. KOTA SUMENEP",Sumenep,Jawa Timur
APOTEK SELAMET,JL. KH MANSYUR NO.002 RT.006 RW.002 PANGARANGAN,Sumenep,Jawa Timur
APOTEK SELAMET,Jl. KH. Mansyur No.02 Pangarangan Sumenep,Sumenep,Jawa Timur
APOTEK SELAMET,JL. KH. MANSYUR NO. 02 DESA PANGARANGAN,Sumenep,Jawa Timur
APOTEK SELAMET,JL. KH. MANSYUR NO.02 PANGARANGAN - KOTA SUMENEP,Sumenep,Jawa Timur
APOTEK SELAMET,JL KH MAS MANSYUR NO 02 DESA PANGARANGAN,Sumenep,Jawa Timur
APOTEK SELANJAR FARMA,"DSN. GAMBAR RT.001 RW.002 DS. WONODADI, KEC. WONODADI WONODADI, KAB. BLITAR 66155",Blitar,Jawa Timur
APOTEK SELARAS,JALANNGINDEN SEMOLO NO 101/71,Kota Surabaya,Jawa Timur
APOTEK SELARAS,JL NGINDEN SEMOLO NO 71 (101/9),Kota Surabaya,Jawa Timur
APOTEK SELARAS,"Jalan Nginden Semolo No. 71 (101/9) Sukolilo, Kota Surabaya 60118 Indonesia",Kota Surabaya,Jawa Timur
APOTEK SELARAS,SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SELARAS - SURABAYA,JALANNGINDEN SEMOLO NO 71 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SELOPURO FARMA,"RT 01 RW 04 Ds. Selopuro, Kab. Blitar",Blitar,Jawa Timur
APOTEK SEMA FARMA,JALAN RAYA KEDOK RT . 12 RW . 02 KECAMATAN TUREN KAB. MALANG,Malang,Jawa Timur
APOTEK SEMA FARMA,JL.RAYA KEDOK RT.12 RW.2 - DESA KEDOK,Malang,Jawa Timur
APOTEK SEMA FARMA FARMA 2,DUSUN BAKALAN RT.001 RW.002 KEC. BULULAWANG KAB. MALANG MALANG,Malang,Jawa Timur
APOTEK SEMA FARMA FARMA 2,"Dusun Bakalan RT.001 RW.002 Kecamatan Bululawang, Kab. Malang",Malang,Jawa Timur
APOTEK SEMAMBUNG FARMA,"JL.RAYA DRIYOREJO 393, DRIYOREJOGRESIK",Gresik,Jawa Timur
APOTEK SEMAMBUNG FARMA,JL.RAYA SEMAMBUNG NO.393 DRIYOREJO GRESIK,Gresik,Jawa Timur
APOTEK SEMAMBUNG FARMA,"Jl. Raya Driyorejo No. 393, Desa/Kelurahan Driyorejo, Kecamatan Driyorejo,Kabupaten Gresik, Jawa Timur,61177",Gresik,Jawa Timur
APOTEK SEMAMBUNG FARMA,JL RAYA DRIYOREJO NO.393 DS/KEC.DRIYOREJO,Gresik,Jawa Timur
APOTEK SEMAMBUNG FARMA,Kabupaten Gresik,Gresik,Jawa Timur
APOTEK SEMAMPIR - SURABAYA,JALANRAYA SEMAMPIR NO 62 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL.RAYA SEMAMPIR NO.62 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL.RAYA SEMAMPIR NO.62,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL.RAYA SEMAMPIR NO.62 SUKOLILO,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL. RAYA SEMAMPIR NO. 62 SEMAMPIR 60117,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL. RAYA SEMAMPIR RAYA NO. 62,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA,JL. RAYA SEMAMPIR NO. 62 SUKOLILO,Kota Surabaya,Jawa Timur
APOTEK SEMAMPIR RAYA - SURABAYA,JALAN RAYA SEMAMPIR RAYA NO 62,Kota Surabaya,Jawa Timur
APOTEK SEMANDING,JALAN RAYA SUMBERSEKAR NO 35 SEMANDING-DAU MALANG,Malang,Jawa Timur
APOTEK SEMANDING,"JL.RAYA SUMBERSEKAR NO.35, RT01 RW01, SUMBERSEKAR, DAU MALANG",Malang,Jawa Timur
APOTEK SEMANDING,"JL. RAYA SUMBER SEKAR NO. 35 RT 01 RW 01 DUSUN SEMANDING DESA SUMBER SEKAR, KEC. DAU, KAB. MALANG 65151",Malang,Jawa Timur
APOTEK SEMANDING,"JL. RAYA SEMANDING NO.35, KAB. MALANG",Malang,Jawa Timur
APOTEK SEMANDING,"JL. RAYA SUMBER SEKAR NO.35, KECAMATAN DAU",Malang,Jawa Timur
APOTEK SEMANDING,JL RY SUMBERSEKAR 35 DAU MLG,Malang,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JALANBONO ROGO NO 19 PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JL. BONOROGO NO. 19PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,"JL. BONOGORO NO 19 LAWANGAN DAYA,",Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,Jl.Bonorogo no 19 Pamekasan,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JL. BONOROGO NO.19 PAMEKASAN 69323,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JL. BONOROGO NO.19 PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JL. BONOROGO NO.19 LAWANGAN DAYA. PADEMAWU,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,"JL. BONOROGO NO. 19 KELURAHAN LAWANGAN DAYA, KEC. PADEMAWU",Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JL. BONOROGO 19,Pamekasan,Jawa Timur
APOTEK SEMANGAT KARYA MEDIKA,JALAN BONOROGO NO 19 KELURAHAN LAWANGAN KECAMATAN PANDEMAWU,Pamekasan,Jawa Timur
APOTEK SEMANU,MUNGGI PASAR RT 010/ RW 033 SEMANU,Gunungkidul,Daerah Istimewa Yogyakarta
APOTEK SEMAR CARAKA,JL RAYA GRINGGING RT 01 RW 01 DS GROGOL KEC GROGOL,Kediri,Jawa Timur
APOTEK SEMAR CARAKA HUSADA,JL RAYA GRINGGING NO 51,Kediri,Jawa Timur
APOTEK SEMBAYAT,JALAN PENDOPO NO 2 A-SEMBAYAT MANYAR GRESIK,Gresik,Jawa Timur
APOTEK SEMBAYAT,"JL. PENDOPO 2A SEMBAYAT, GRESIK",Gresik,Jawa Timur
APOTEK SEMBAYAT,"JL RAYA PENDOPO 7A SEMBAYAT, MANYAR GRESIK",Gresik,Jawa Timur
APOTEK SEMBAYAT,JL.PENDOPO 7A MANYAR GRESIK,Gresik,Jawa Timur
APOTEK SEMBAYAT,JL. PENDOPO 7A SEMBAYAT GRESIK,Gresik,Jawa Timur
APOTEK SEMBAYAT,JL. RAYA PENDOPO 7A RT.18 RW.04,Gresik,Jawa Timur
APOTEK SEMBON,JL. RAYA SEMBON NO 14 DS SEMBON TULUNGAGUNG,Tulungagung,Jawa Timur
APOTEK SEMBON,"JL. RAYA SEMBON NO. 14 A, KEC. KARANGREJO",Tulungagung,Jawa Timur
APOTEK SEMBUH WARAS,Kabupaten Malang,Malang,Jawa Timur
APOTEK SEMBUH WARAS,"JL. BALAI DESA KEPUHARJO KEDAWUNG, KEL. NGIJO, KEC. KARANGPLOSO KAB. MALANG",Malang,Jawa Timur
APOTEK SEMEN GRESIK VETERAN,"JL. AWIKOEN FF 09, PERUMAHAN DINAS PT. SEMEN INDON",Gresik,Jawa Timur
APOTEK SEMESTA 32,JL.SUMBERAYU NO.16A SUMBERAYU MUNCAR BANYUWANGI,Banyuwangi,Jawa Timur
APOTEK SEMESTA 41,YOS SUDARSO 221 KAMPUNG BARU - JAJAG,Banyuwangi,Jawa Timur
APOTEK SEMESTA 5 PATRANG,"JL. DR SOEBANDI 11 PATRANG, PATRANGJEMBER",Jember,Jawa Timur
APOTEK SEMESTA 80 CAB.SUKOWONO,"JL.AHMAD YANI NO.01 SUKOWONO, SUKOWONO JEMBER",Jember,Jawa Timur
APOTEK SEMESTA 83 TANGGUL,JL.RAYA SUDIRMAN DS.TANGGUL WETAN KEC.TANGGUL,Jember,Jawa Timur
APOTEK SEMESTA 83 TANGGUL,"JL.RAYA SUDIRMAN NO.83 TANGGUL WETAN, TANGGUL JEMBER",Jember,Jawa Timur
APOTEK SEMESTA 86 MUNENG,"JL.DIPONEGORO 003/002, GUMUKMASJEMBER",Jember,Jawa Timur
APOTEK SEMESTA BALUNG,"JL. RAMBIPUJI NO. 137B, BALUNGLOR, BALUNGJEMBER",Jember,Jawa Timur
APOTEK SEMESTA GROUP,JL. RAMBIPUJI NO. 137 B,Jember,Jawa Timur
APOTEK SEMESTA GROUP 101 CLURING,"BASUKI RAHMAT , DS KEPATIHAN - CLURING",Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 11,GAJAH MADA RUKO NO 2,Jember,Jawa Timur
APOTEK SEMESTA GROUP 14,"JL. DIPONEGORO NO. 77, KENCONG",Jember,Jawa Timur
APOTEK SEMESTA GROUP 17,PAHLAWAN 65 WULUHAN,Jember,Jawa Timur
APOTEK SEMESTA GROUP 32,"SUMBERAYU 160A,SUMBERAYU",Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 35 (MUNCAR),JL RAYA SETINGGIL 1-2 RUKO MUTOS DS MUTOS RT 01 RW 05 TAMBAKREJO MUNCARBANYUWANGI,Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 38,JL. RAYA GRAJAGAN NO.71 PURWOHARJO BANYUWANGI,Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 38 PURWOHARJO,RAYA GRAJAGAN NO.71 PURWOHARJO,Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 47 CAB SABTUAN,BASUKI RAHMAT NO 9 TEGAL BESAR-KALIWATES,Jember,Jawa Timur
APOTEK SEMESTA GROUP 47 SABTUAN,JL.BASUKI RAHMAT NO.9 JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GROUP 5,Jl. Dr. Soebandi 11 Kec. Patra,Jember,Jawa Timur
APOTEK SEMESTA GROUP 56,RAYA MULYOAGUNG 237 SENGKALING,Malang,Jawa Timur
APOTEK SEMESTA GROUP 74 CABANG KAMPUS,JL. KALIMANTAN NO.39B JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GROUP 77 DAMPIT,JENGGOLO 23 DAMPIT,Malang,Jawa Timur
APOTEK SEMESTA GROUP 89 CAB KASIYAN,RAYA KENCONG RUKO PASAR REBOAN NO 4 KASIYAN-PUGER,Jember,Jawa Timur
APOTEK SEMESTA GROUP 92 CAB JENGGAWAH,JL.KAWI NO.69 JENGGAWAH JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GROUP 95 ROGOJAMPI,"JL.RAYA ROGOJAMPI NO.100, RT002 RW001, ROGOJAMPI BANYUWANGI",Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP 95 ROGOJAMPI,JL RAYA ROGOJAMPI NO.100 RT.02 RW.01 DS/KEC.ROGOJAMPI,Banyuwangi,Jawa Timur
APOTEK SEMESTA GROUP BALUNG,"RAMBIPUJI 137 B, BALUNGLOR-BALUNG",Jember,Jawa Timur
APOTEK SEMESTA GRUP,"JL.RAMBIPUJI NO.136, BALUNG JEMBER",Jember,Jawa Timur
APOTEK SEMESTA GRUP 14 KENCONG,JL.DIPONEGORO NO.77 KENCONG JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 20,JL.KI HAJAR DEWANTARA NO.3 KRAJAN JOMBANG JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 23,JL.ADI DARMO NO.53 PUGER JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 26,JL.KH AHMAD SIDOQ NO.53 TALANGSARI KALIWATES JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 47,JL.BASUKI RAHMAT NO.9 SUMBER PAKEM JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 74 CAB. KAMPUS,JL.KALIMANTAN NO.39B SUMBERSARI JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP 86 CAB. MUNEG,JL.DIPONEGORO RT003 RW002 GUMUKMAS JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP CAB. AMBULU,JL.DIPONEGORO NO.41 AMBULU JEMBER,Jember,Jawa Timur
APOTEK SEMESTA GRUP CAB. WULUHAN,JL.PAHLAWAN NO.65 WULUHAN JEMBER,Jember,Jawa Timur
APOTEK SEMESTA SEHAT 88,"JL PASAR MALAM NO.3, TREBUNGAN BARAT",Situbondo,Jawa Timur
APOTEK SEMESTA SEHAT 88,"JL.PASAR MALAM NO.3, DS.TREBUNGAN BARAT",Situbondo,Jawa Timur
APOTEK SEMESTA SEHAT 88 JATIBANTENG,JL.RAYA JATIBANTENG KRAJAN,Situbondo,Jawa Timur
APOTEK SEMOGA SEHAT FARMA,"Jl. Yos Sudarso No. 12 Karang Mumus, Samarinda Samarinda",Kota Samarinda,Kalimantan Timur
APOTEK SEMOLOWARU,JL.SEMOLOWARU SELATAN XI/2,Kota Surabaya,Jawa Timur
APOTEK SEMOLOWARU,JL. SEMOLOWARU SELATAN XI/ 2 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SENDANG AGUNG,"JL. RAYA JEMBER NO. 12 SETAIL, GENTENG 68465",Banyuwangi,Jawa Timur
APOTEK SENDANG AGUNG,"JL. JEMBER NO. 12 SETAIL,GENTENG",Banyuwangi,Jawa Timur
APOTEK SENDANG FARMA,JL. RAYA MADIUN-DIMONG DESA SENDANGREJO RT. 09 RW. 02 KEL. DIMONG KEC. MADIUN KOTA MADIUN 63151,Kota Madiun,Jawa Timur
APOTEK SENDANG FARMA,JL. RAYA MADIUN - DIMONG RT. 09 RW. 02 DS. SENDANGREJO KEC. MADIUN MADIUN,Kota Madiun,Jawa Timur
APOTEK SENDY,"JL. MENGANTI NO. 116 (JL. RAYA MENGANTI NO. 122), DS/KEL. JAJAR TUNGGAL KEC. WIYUNGSURABAYA JAWA TIMUR 60227",Kota Surabaya,Jawa Timur
APOTEK SENDY,JL MENGANTI GEMOL NO 122,Kota Surabaya,Jawa Timur
APOTEK SENDY,JL.MENGANTI GEMOL NO.122 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SENDY,JL. MENGANTI NO. 116 (LAMA: JL. RAYA,Kota Surabaya,Jawa Timur
APOTEK SENDY,Jl. Menganti No. 116 (Lama: Jl. Raya Menganti No. 122) Surabaya,Kota Surabaya,Jawa Timur
APOTEK SENDY,JL.MENGANTI NO. 116 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SENENAN,JL. TEUKU UMAR 31 BANGKALAN 69121,Bangkalan,Jawa Timur
APOTEK SENENAN,Jl.Teuku Umar no 31 Bangkalan,Bangkalan,Jawa Timur
APOTEK SENENAN,JL. TEUKU UMAR NO. 31,Bangkalan,Jawa Timur
APOTEK SENENAN,"TEUKU UMAR NO.31, BANGKALAN",Bangkalan,Jawa Timur
APOTEK SENGKANG SEHAT,JL. DR. SAM RATULANGI NO. 18 BITUNG TIMUR,Kota Bitung,Sulawesi Utara
APOTEK SENGON AGUNG,PASURUAN,Pasuruan,Jawa Timur
APOTEK SENGON AGUNG - PSR,DUSUN.DINO YO RT .01 RW .06 DS.SENGON AGUNG P,Pasuruan,Jawa Timur
APOTEK SENGON SEHAT,Jl. Kapten Tendean RT 019 RW 003 Sengon Kel.Sengon Kec.Jombang Kab.Jombang Jawa Timur 61418 Indonesia,Jombang,Jawa Timur
APOTEK SENGON SEHAT,JL KAPTEN TENDEAN RT 019 RW 003 DS SENGON KEC JOMBANG,Jombang,Jawa Timur
APOTEK SENGON SEHAT,"JL. KAPTEN TENDEAN RT. 19 RW. 03, DS. SENGON JOMBANG",Jombang,Jawa Timur
APOTEK SENGON SEHAT,JL.KAPTEN TENDEAN RT019 RW003 JOMBANG,Jombang,Jawa Timur
APOTEK SENGON SEHAT,JL. KAPTEN TENDEAN RT 019 RW 003 PDS SENGON KEC JOMBANG JOMBANG 61418,Jombang,Jawa Timur
APOTEK SENGON SEHAT,"JL. KAPTEN TENDEAN RT 019 RW 003, DS. SENGON, KEC JOMBANG",Jombang,Jawa Timur
APOTEK SENON MEDIKA,"JL. RAYA SERIRIT-PUPUAN, BUSUNGBIU",Buleleng,Bali
APOTEK SENOPATI,JL.LETJEND S.PARMAN 24B MADIUN,Kota Madiun,Jawa Timur
APOTEK SENOPATI,JL. LETJEND S. PARMAN NO. 24 B KOTA MADIUN,Kota Madiun,Jawa Timur
APOTEK SENORI FARMA,"JL A YANI NO.4 DS JATISARI, KEC. SENORITUBAN",Tuban,Jawa Timur
APOTEK SENORI FARMA,JL. A.YANI NO.04 DS.JATISARI TUBAN,Tuban,Jawa Timur
APOTEK SENORI FARMA,"Jl. A Yani No.04 Ds. Jatisari, Kec. Senori Tuban",Tuban,Jawa Timur
APOTEK SENORI FARMA,JL. A.YANI 04 DS.JATISARI KEC.SENORI - TUBAN,Tuban,Jawa Timur
APOTEK SENTOSA,JL.DR.SUTOMO NO.14 KELAMPOK,Pasuruan,Jawa Timur
APOTEK SENTRA BERKAT,JALAN NGINDEN SEMOLO 101 NO 2 RUKO MANYAR GARDEN REGENCY KAV 2 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SENTRA MEDICA,"JL.KELUD, NO.71,RT/RW 02/08, LINGK PAGAK TALUN KAB BLITAR",Blitar,Jawa Timur
APOTEK SENTRA MEDIKA,JL. KELUD 71 - PAGAK - TALUN,Blitar,Jawa Timur
APOTEK SENTRA MEDIKA SURABAYA ,JALANRAYA TENGGILIS NO 91-93 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK SENTRA MEDIKA SURABAYA SBY,"JL.Raya Tenggilis no.91-93,Surabaya",Kota Surabaya,Jawa Timur
APOTEK SENTRAL 01,"JL. SIMPANG III PASAR ANYAR DS. BUJUR TENGAH KEC. BATUMARMAR, KAB. PAMEKASAN PAMEKASAN",Pamekasan,Jawa Timur
APOTEK SENTRAL 01,"JL. SIMPANG III PASAR ANYAR, DS. BUJUR TENGAH, KEC. BATUMARMAR PAMEKASAN",Pamekasan,Jawa Timur
APOTEK SENTRAL FARMA,JL.DEMUK NO.3A NGUNUT TULUNGAGUNG,Tulungagung,Jawa Timur
APOTEK SENTRAL FARMA,JL DEMUK NO 3A,Tulungagung,Jawa Timur
APOTEK SENTRAL MEDICA,JALANRAYA BEBEKAN NO 14 A TELP.7881044 SEPANJANG,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,KABUPATEN SIDOARJO,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,JL BEBEKAN 14-A SEPANJANG,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,JL. RAYA BEBEKAN 14A,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,"JL. RAYA BEBEKAN NO. 14 A, SEPANJANG",Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,JL.BEBEKAN NO.14-A,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,JL. BEBEKAN 14 A SEPANJANG SEPANJANG - TAMAN,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,"Jl. Raya Bebekan No.14A Sepajang Taman Sidoarjo Kel.Bebekan Kec.Taman , Sidoarjo Jawa Timur 61257 Indonesia",Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA,JL. RAYA BEBEKAN NO.14 A SEPANJANG TAMAN,Sidoarjo,Jawa Timur
APOTEK SENTRAL MEDICA - SURABAYA,JALAN RAYA BEBEKAN NO 14 A SEPANJANG,Sidoarjo,Jawa Timur
APOTEK SENTRAL SUKO ASRI,JL. SUKO ASRI BLOK A-9B,Sidoarjo,Jawa Timur
APOTEK SENTUL FARMA,"JL. PB SUDIRMAN NO.116, DS.SENTUL, KEC.TEMBELANG KAB.JOMBANG JOMBANG",Jombang,Jawa Timur
APOTEK SERASI,JLBELIBIS(DEPANBENGKELKENCANAMOTOR)OTOMONAMIMIKABARU,Mimika,Papua Tengah
APOTEK SERENA FARMA,RUKO PAMULANG PERMAI SH 10/16 RT/RW 001/023 KEL. PAMULANG BARAT KEC. PAMULANG KOTA,Kota Tangerang Selatan,Banten
APOTEK SEROJA FARMA,DS. SUMBERGANDU RT 14 RW 2 KEC. PILANGKE NCENG KAB. MADIUN,Madiun,Jawa Timur
APOTEK SEROJA FARMA,DS. SUMBERGANDU RT. 14 RW 02 KEC. PILANGKENCENG MADIUN,Madiun,Jawa Timur
APOTEK SESETAN,Kota Denpasar,Kota Denpasar,Bali
APOTEK SETIA,Jl. Kesehatan 14 Pamekasan,Pamekasan,Jawa Timur
APOTEK SETIA,JL. KESEHATAN NO.14 PAMEKASAN 69317,Pamekasan,Jawa Timur
APOTEK SETIA,"JL. KESEHATAN 14,PAMEKASAN",Pamekasan,Jawa Timur
APOTEK SETIA,JL. KESEHATAN NO. 14,Pamekasan,Jawa Timur
APOTEK SETIA,"JL. KESEHATAN NO 14, DS/KEL BARURAMBAT KOTA, KEC PAMEKASAN, KAB PAMEKASAN",Pamekasan,Jawa Timur
APOTEK SETIA,JL. KESEHATAN NO.14,Pamekasan,Jawa Timur
APOTEK SETIA,PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SETIA,KESEHATAN 14 PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SETIA ABADI,JL RAYA MILANGASRI CEPOKO RT 07 RW 02 WARU KULON MIANGASRI PANEKAN,Magetan,Jawa Timur
APOTEK SETIA ABADI,JL RAYA MILANGSARI NO 1 PANEKAN MAGETAN,Magetan,Jawa Timur
APOTEK SETIA DARMA,JALAN SETIA BUDI NO 9 RT 03 RW 02 PAJAGALAN,Sumenep,Jawa Timur
APOTEK SETIA DARMA,SETIA BUDI 9 PAJAGALAN,Sumenep,Jawa Timur
APOTEK SETIA DARMA,JL. SETIA BUDI NO. 9 RT.003/RW.002 KEL. PAJAGALA,Sumenep,Jawa Timur
APOTEK SETIA DARMA,"JL.SETIA BUDI NO.9, SUMENEP",Sumenep,Jawa Timur
APOTEK SETIA DARMA,"JL.Setia Budi no.9,Sumenep",Sumenep,Jawa Timur
APOTEK SETIA DARMA,JL. SETIA BUDI NO.09 KEL. PAJAGALAN SUMENEP,Sumenep,Jawa Timur
APOTEK SETIA DARMA,JL. SETIA BUDI NO.9 RT.003 RW.002 KEL PEJAGALAN SUMENEP 69417,Sumenep,Jawa Timur
APOTEK SETIA DARMA,JL. SETIA BUDI NO. 09 SUMENEP,Sumenep,Jawa Timur
APOTEK SETIA FARMA,JL. PAHLAWAN REVOLUSI NO. 51,Kota Ternate,Maluku Utara
APOTEK SETIA FARMA,JL.KIMAJA NO.76,Kota Ternate,Maluku Utara
APOTEK SETIA FARMA CHINDY HERINA NATU,JL.TIMOR RAYA KM 10 KEL.LASIANA KEC.KELAPA LIMA KOTA KUPANG,Kota Kupang,Nusa Tenggara Timur
APOTEK SETIA HUSADA JMB,"JL.Adityawarman no.43,Jombang",Jombang,Jawa Timur
APOTEK SETIA JAYA,JL. PB SUDIRMAN NO 81 PARE. KAB KEDIRI 64211,Kediri,Jawa Timur
APOTEK SETIA JAYA,JL PB SUDIRMAN NO 81,Kediri,Jawa Timur
APOTEK SETIA JAYA,KEDIRI,Kediri,Jawa Timur
APOTEK SETIA PAMEKASAN,JL.KESEHATAN NO.14 DS. BARURAMBAT KEL. BARURAMBAT KOTA PAMEKASAN,Pamekasan,Jawa Timur
APOTEK SETIA PAMUNGKAS,JLN. PANGLIMA SUDIRMAN NO 106 RT 3 RW .10 KELURAHANLAWANG KECAMATAN LAWANG KAB. MALANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,JLN. P. SUDIRMAN NO.106 LAWANG-LAWANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,JL.P.SUDIRMAN NO.106 MALANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,JL.PANGLIMA SUDIRMAN NO.106 LAWANG MALANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,"JL. PANGLIMA SUDIRMAN NO.106 LAWANG LAWANG, KAB. MALANG 65211",Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,JL.P.SUDIRMAN NO.106 - LAWANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,Jl.P Sudirman No.106 Kec.Lawang kab.Mala,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,JL. P. SUDIRMAN NO. 106 LAWANG,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,MALANG1,Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS,"Jl. Panglima Sudirman No.106, Lawang",Malang,Jawa Timur
APOTEK SETIA PAMUNGKAS 2,"DSN. WONOSARI TENGAH DS. WONOSARI, TUTUR, PASURUAN",Pasuruan,Jawa Timur
APOTEK SETIA SEHAT,"DSN PASAR RT02 RW06, SUMBERJAMBE JEMBER",Jember,Jawa Timur
APOTEK SETIA SEHAT,DSN SLANGAK RT 03 RW 03 SUMBERJAMBE,Jember,Jawa Timur
APOTEK SETIA UTAMA FARMA,"JL. TIMOR RAYA KM 10, KELAPA LIMA, KOTA KUPANG, NTT, 85211",Kota Kupang,Nusa Tenggara Timur
APOTEK SETYA MEDIKA,JL RAYA NOREH NO 17 SRESEHSAMPANG,Sampang,Jawa Timur
APOTEK SETYA MEDIKA,"Jl. Raya Noreh No.17, Sreseh- Sampang",Sampang,Jawa Timur
APOTEK SETYA MEDIKA,JL. RAYA NOREH NO. 17,Sampang,Jawa Timur
APOTEK SETYA MEDIKA,"Jl. Raya Noreh No. 17, Sreseh Sampang",Sampang,Jawa Timur
APOTEK SETYA MEDIKA 2,"Jl. Sempar Selatan No. 37, Kec. Blega Kab. Bangkalan",Bangkalan,Jawa Timur
APOTEK SETYA MEDIKA 2,JL SEMPAR SELATAN NO 37 BLEGABANGKALAN,Bangkalan,Jawa Timur
